anonID,importId,goal,first_move,first_move_rank,first_move_possible_goals,before_first_move,first_move_serves_goal,total_moves_serves_goal,mean_random_samples_rank,first_move_possible_goal_goals
2LrXSxmseF,75842,fill nocolor B1,"(59, 96)",37,13,"[(82, 61) (99, 96) (65, 61) (82, 96) (99, 61) (99, 62) (73, 62) (82, 62)
 (94, 96) (102, 96) (103, 96) (104, 96) (106, 96) (107, 96) (72, 62)
 (72, 96) (73, 96) (94, 61) (94, 62) (102, 61) (102, 62) (103, 61)
 (103, 62) (104, 61) (104, 62) (106, 61) (106, 62) (107, 61) (107, 62)
 (72, 61) (73, 61) (75, 62) (59, 62) (74, 62) (69, 62) (65, 96) (65, 62)]",1.0,45,22.554,"['move red C1', 'fill nocolor B1', 'move red C', 'move red A1', 'clear nocolor A', 'move red B', 'move red B2', 'move red C2', 'uncover red all', 'move blue B', 'move blue B1', 'clear nocolor A2', 'move red B1']"
2LrXSxmseF,75842,move blue C,"(59, 85)",20,14,"[(79, 51) (79, 84) (79, 86) (82, 51) (82, 84) (82, 86) (65, 51) (65, 84)
 (65, 86) (79, 85) (79, 88) (79, 89) (82, 85) (82, 88) (82, 89) (59, 51)
 (65, 81) (65, 96) (65, 62) (59, 84)]",1.0,32,15.409,"['move red C1', 'move blue C1', 'move red C', 'move red A1', 'clear nocolor A', 'move red B', 'fill nocolor C1', 'move red B2', 'move red C2', 'uncover red all', 'move blue C', 'cover green all', 'clear nocolor A2', 'move red B1']"
2LrXSxmseF,75842,move blue C2,"(59, 89)",18,14,"[(102, 51) (102, 88) (102, 89) (104, 51) (104, 88) (104, 89) (79, 51)
 (82, 51) (65, 51) (79, 88) (79, 89) (82, 88) (82, 89) (59, 51) (65, 81)
 (65, 96) (65, 62) (59, 88)]",1.0,27,12.942,"['move red C1', 'move red C', 'move red A1', 'clear nocolor A', 'move red B', 'move red B2', 'move red C2', 'uncover red all', 'fill nocolor C2', 'move blue C2', 'move blue C', 'cover green all', 'clear nocolor A2', 'move red B1']"
2LrXSxmseF,75842,uncover green all,"(69, 86)",23,20,"[(73, 54) (73, 41) (73, 76) (73, 96) (73, 61) (73, 64) (73, 81) (73, 84)
 (73, 86) (75, 41) (75, 76) (75, 54) (75, 96) (75, 61) (75, 64) (75, 81)
 (75, 84) (75, 86) (69, 54) (69, 76) (69, 81) (69, 41) (69, 84)]",1.0,27,13.014,"['move red C1', 'move blue C1', 'move red A1', 'move red B', 'fill nocolor C1', 'move green A1', 'move red A', 'move green B2', 'move green B', 'move red B2', 'clear nocolor C2', 'uncover red all', 'move green B1', 'uncover green all', 'cover blue all', 'move red A2', 'move green A2', 'move green A', 'move green C1', 'move red B1']"
2LrXSxmseF,75842,uncover red all,"(74, 55)",13,9,"[(72, 55) (72, 96) (72, 47) (72, 61) (72, 64) (72, 84) (72, 85) (72, 86)
 (72, 88) (72, 89) (80, 96) (69, 88) (69, 89)]",1.0,50,24.856,"['move red C1', 'move red C', 'move red B', 'move red B2', 'move red C2', 'uncover red all', 'move red A2', 'cover green all', 'move red B1']"
2LrXSxmseF,94317,clear nocolor B1,"(60, 45)",1,4,"[(60, 83)]",1.0,45,21.617,"['fill nocolor B2', 'move red B2', 'clear nocolor B1', 'cover green all']"
2LrXSxmseF,94317,clear nocolor C,"(84, 83)",31,14,"[(84, 38) (84, 54) (84, 59) (85, 42) (85, 75) (85, 83) (86, 45) (86, 58)
 (86, 61) (86, 62) (86, 73) (89, 42) (89, 75) (89, 83) (84, 45) (84, 58)
 (84, 61) (84, 62) (85, 45) (85, 54) (86, 38) (86, 59) (89, 45) (89, 54)
 (84, 100) (85, 100) (86, 100) (89, 100) (84, 42) (84, 73) (84, 75)]",1.0,48,23.941,"['fill nocolor B2', 'clear nocolor C', 'move blue A', 'uncover blue all', 'move red B', 'move red B2', 'cover red all', 'move blue C2', 'move blue B2', 'move blue B', 'move blue A1', 'move blue B1', 'move blue A2', 'clear nocolor C1']"
2LrXSxmseF,94317,cover green all,"(72, 73)",41,9,"[(79, 62) (80, 61) (93, 58) (101, 45) (60, 61) (60, 62) (60, 45) (91, 58)
 (93, 73) (101, 61) (101, 62) (79, 45) (80, 45) (85, 71) (60, 71) (91, 45)
 (91, 61) (91, 62) (91, 71) (93, 45) (93, 61) (93, 62) (93, 71) (101, 58)
 (101, 71) (101, 73) (60, 58) (60, 73) (72, 45) (72, 71) (76, 45) (76, 61)
 (76, 62) (79, 58) (80, 58) (84, 45) (84, 58) (84, 61) (84, 62) (85, 45)
 (89, 45)]",1.0,66,32.119,"['move red C1', 'move red C', 'move red B', 'move red B2', 'move red C2', 'uncover red all', 'move red A2', 'cover green all', 'move red B1']"
2LrXSxmseF,94317,cover red all,"(56, 75)",20,12,"[(91, 75) (101, 42) (91, 42) (91, 66) (91, 83) (93, 42) (93, 66) (93, 83)
 (101, 66) (101, 75) (76, 66) (79, 66) (80, 66) (63, 83) (76, 75) (77, 75)
 (79, 42) (80, 42) (86, 66) (63, 66)]",1.0,41,19.64,"['fill nocolor A2', 'move green B2', 'move green B', 'clear nocolor A1', 'move green B1', 'cover red all', 'move green C', 'uncover green all', 'move green A2', 'move blue A2', 'move green C2', 'move green C1']"
2LrXSxmseF,94317,fill nocolor A1,"(93, 73)",5,4,"[(76, 38) (76, 54) (77, 73) (93, 38) (93, 54)]",1.0,36,16.937,"['move red A1', 'fill nocolor A1', 'cover green all', 'clear nocolor A2']"
2LrXSxmseF,94317,fill nocolor C2,"(86, 105)",21,11,"[(86, 71) (85, 71) (91, 105) (91, 106) (93, 105) (93, 106) (101, 105)
 (101, 106) (60, 71) (60, 105) (60, 106) (91, 71) (93, 71) (101, 71)
 (56, 71) (77, 71) (72, 71) (84, 105) (84, 106) (85, 105) (85, 106)]",1.0,42,20.509,"['move green A1', 'move green B2', 'move green B', 'move green B1', 'uncover green all', 'fill nocolor C2', 'move blue C2', 'move green A2', 'move green A', 'move green C2', 'clear nocolor C1']"
2LrXSxmseF,94317,move blue B,"(56, 61)",1,7,"[(56, 45)]",1.0,52,25.407,"['fill nocolor B1', 'clear nocolor A', 'move green B', 'clear nocolor A1', 'move green B1', 'move blue B', 'move blue B1']"
2LrXSxmseF,94317,move blue C,"(56, 66)",41,14,"[(56, 71) (72, 66) (76, 67) (76, 68) (77, 71) (79, 67) (79, 68) (80, 67)
 (80, 68) (56, 68) (72, 67) (72, 71) (76, 66) (77, 68) (79, 66) (80, 66)
 (63, 67) (63, 83) (76, 75) (79, 42) (80, 42) (63, 66) (79, 100) (80, 100)
 (76, 73) (79, 83) (80, 83) (56, 105) (56, 106) (63, 42) (72, 105)
 (72, 106) (76, 100) (76, 105) (76, 106) (77, 105) (77, 106) (79, 105)
 (79, 106) (80, 105) (80, 106)]",1.0,62,31.195,"['move blue C1', 'clear nocolor A', 'fill nocolor C1', 'move green B2', 'move green B', 'clear nocolor A1', 'move green B1', 'cover red all', 'move green C', 'uncover green all', 'move green A2', 'move blue C', 'move green C2', 'move green C1']"
2LrXSxmseF,94317,uncover green all,"(56, 54)",0,9,[],1.0,27,12.644,"['move green B2', 'move green B', 'move green B1', 'move green C', 'uncover green all', 'cover blue all', 'move green A2', 'move green C2', 'move green C1']"
2LrXSxmseF,94317,uncover red all,"(72, 73)",13,9,"[(60, 61) (60, 62) (60, 100) (60, 105) (60, 106) (60, 38) (60, 58)
 (60, 59) (60, 68) (60, 73) (89, 105) (89, 106) (72, 38)]",1.0,50,24.963,"['move red C1', 'move red C', 'move red B', 'move red B2', 'move red C2', 'uncover red all', 'move red A2', 'cover green all', 'move red B1']"
3E2jPLucLN,78276,clear nocolor A2,"(75, 92)",29,11,"[(95, 92) (75, 72) (76, 37) (95, 37) (95, 72) (75, 37) (95, 107) (95, 42)
 (95, 49) (95, 62) (95, 64) (95, 65) (95, 66) (95, 69) (95, 70) (95, 79)
 (95, 81) (95, 86) (75, 79) (76, 49) (76, 66) (76, 69) (76, 70) (76, 86)
 (75, 62) (75, 65) (75, 66) (75, 70) (76, 42)]",1.0,45,22.136,"['move red C1', 'move red C', 'move red A1', 'move red B', 'fill nocolor A1', 'move red B2', 'move red C2', 'uncover red all', 'move blue A1', 'clear nocolor A2', 'move red B1']"
3E2jPLucLN,78276,clear nocolor B1,"(60, 77)",44,15,"[(97, 64) (97, 65) (97, 81) (80, 65) (97, 92) (97, 107) (97, 37) (97, 49)
 (97, 57) (97, 58) (97, 66) (97, 69) (97, 70) (97, 72) (97, 77) (97, 86)
 (80, 58) (80, 72) (80, 77) (60, 37) (60, 49) (60, 69) (80, 37) (80, 57)
 (80, 66) (80, 70) (60, 57) (60, 58) (60, 66) (60, 70) (60, 86) (60, 64)
 (60, 65) (60, 81) (80, 64) (80, 81) (80, 92) (80, 107) (60, 92) (60, 107)
 (80, 49) (80, 69) (80, 86) (60, 72)]",1.0,45,21.57,"['move blue C1', 'move blue A', 'uncover blue all', 'fill nocolor A2', 'clear nocolor B1', 'cover red all', 'uncover green all', 'move blue C2', 'clear nocolor B', 'move green A2', 'move blue B2', 'move blue A1', 'move green A', 'move blue A2', 'move blue C']"
3E2jPLucLN,78276,cover blue all,"(90, 37)",0,1,[],1.0,98,48.446,['cover blue all']
3E2jPLucLN,78276,cover green all,"(55, 92)",219,16,"[(97, 42) (97, 62) (99, 64) (99, 65) (97, 64) (97, 65) (97, 81) (99, 42)
 (99, 62) (80, 65) (83, 62) (90, 42) (90, 62) (90, 64) (90, 65) (90, 81)
 (95, 42) (95, 62) (95, 64) (95, 65) (95, 81) (104, 42) (104, 62)
 (104, 64) (104, 65) (104, 81) (75, 62) (75, 65) (76, 42) (84, 62)
 (84, 65) (88, 62) (88, 65) (80, 42) (83, 64) (83, 81) (55, 62) (55, 65)
 (80, 64) (80, 81) (83, 42) (75, 42) (75, 64) (75, 81) (76, 62) (76, 64)
 (76, 65) (76, 81) (84, 42) (84, 64) (84, 81) (88, 42) (88, 64) (88, 81)
 (55, 42) (55, 64) (55, 81) (75, 58) (75, 77) (76, 57) (80, 79) (82, 65)
 (82, 81) (90, 92) (90, 37) (95, 57) (95, 58) (104, 49) (104, 66) (82, 42)
 (82, 62) (95, 92) (104, 107) (75, 72) (76, 37) (83, 79) (90, 57) (90, 58)
 (90, 77) (95, 37) (95, 72) (99, 79) (104, 69) (104, 70) (75, 37) (84, 70)
 (88, 66) (90, 107) (95, 107) (97, 92) (97, 107) (99, 92) (99, 107)
 (104, 92) (90, 49) (90, 66) (90, 69) (90, 70) (90, 79) (90, 86) (95, 49)
 (95, 66) (95, 69) (95, 70) (95, 79) (95, 86) (97, 37) (97, 49) (97, 57)
 (97, 58) (97, 66) (97, 69) (97, 70) (97, 72) (97, 77) (97, 86) (99, 37)
 (99, 49) (99, 57) (99, 58) (99, 66) (99, 69) (99, 70) (99, 72) (99, 77)
 (99, 86) (104, 37) (104, 57) (104, 58) (104, 72) (104, 77) (104, 79)
 (67, 42) (75, 79) (76, 49) (76, 66) (76, 69) (76, 70) (76, 86) (80, 58)
 (80, 72) (80, 77) (83, 58) (83, 72) (83, 77) (84, 58) (84, 72) (84, 77)
 (84, 79) (87, 42) (87, 62) (87, 64) (87, 65) (87, 81) (88, 58) (88, 72)
 (88, 77) (88, 79) (55, 72) (60, 62) (67, 62) (67, 64) (67, 65) (67, 81)
 (75, 66) (75, 70) (80, 37) (80, 57) (80, 66) (80, 70) (83, 37) (83, 57)
 (83, 66) (83, 70) (84, 37) (84, 57) (88, 37) (88, 57) (88, 107) (76, 77)
 (84, 49) (84, 86) (88, 69) (60, 64) (60, 65) (60, 81) (75, 92) (76, 92)
 (84, 107) (55, 58) (55, 77) (76, 72) (84, 69) (88, 49) (88, 86) (55, 57)
 (75, 107) (76, 107) (80, 92) (80, 107) (83, 92) (83, 107) (84, 92)
 (88, 92) (75, 49) (75, 69) (75, 86) (76, 79) (80, 49) (80, 69) (80, 86)
 (83, 49) (83, 69) (83, 86) (55, 79) (55, 49) (55, 66) (55, 69) (55, 70)]",0.0,57,27.896,"['move red C1', 'move red C', 'move red B', 'move green B2', 'move green B', 'move red B2', 'move red C2', 'uncover red all', 'move green B1', 'move green C', 'uncover green all', 'move red A2', 'move green A2', 'move green C2', 'move green C1', 'move red B1']"
3E2jPLucLN,78276,fill nocolor A2,"(60, 77)",37,15,"[(90, 57) (90, 58) (90, 77) (97, 57) (97, 58) (97, 77) (99, 57) (99, 58)
 (99, 77) (104, 57) (104, 58) (104, 77) (80, 58) (80, 77) (82, 57)
 (82, 58) (82, 77) (83, 58) (83, 77) (84, 58) (84, 77) (88, 58) (88, 77)
 (80, 57) (83, 57) (84, 57) (88, 57) (60, 57) (60, 58) (55, 58) (55, 77)
 (55, 57) (67, 57) (67, 58) (87, 57) (87, 58) (87, 77)]",1.0,39,19.182,"['move blue C1', 'move blue A', 'uncover blue all', 'fill nocolor A2', 'clear nocolor B1', 'cover red all', 'uncover green all', 'move blue C2', 'clear nocolor B', 'move green A2', 'move blue B2', 'move blue A1', 'move green A', 'move blue A2', 'move blue C']"
3E2jPLucLN,78276,fill nocolor C2,"(67, 107)",29,12,"[(104, 107) (104, 69) (104, 70) (67, 69) (84, 70) (90, 107) (95, 107)
 (97, 107) (99, 107) (82, 69) (82, 107) (90, 69) (90, 70) (95, 69)
 (95, 70) (97, 69) (97, 70) (99, 69) (99, 70) (76, 69) (76, 70) (82, 70)
 (60, 69) (75, 70) (80, 70) (83, 70) (60, 70) (84, 107) (67, 70)]",1.0,42,20.475,"['uncover blue all', 'move green A1', 'move green B2', 'move green B', 'move green B1', 'uncover green all', 'fill nocolor C2', 'move blue C2', 'move green A2', 'move green A', 'move green C2', 'clear nocolor C1']"
3E2jPLucLN,78276,move green C1,"(82, 86)",6,7,"[(87, 49) (82, 49) (99, 49) (99, 66) (99, 86) (82, 66)]",1.0,37,17.968,"['fill nocolor C1', 'clear nocolor B2', 'move green C', 'uncover green all', 'cover blue all', 'clear nocolor B', 'move green C1']"
3E2jPLucLN,78276,move red C,"(83, 64)",30,9,"[(90, 107) (95, 107) (97, 107) (90, 49) (90, 66) (90, 69) (90, 70)
 (90, 86) (95, 49) (95, 66) (95, 69) (95, 70) (95, 86) (97, 49) (97, 66)
 (97, 69) (97, 70) (97, 86) (76, 49) (76, 66) (76, 69) (76, 70) (76, 86)
 (75, 66) (75, 70) (80, 66) (80, 70) (83, 66) (83, 70) (80, 42)]",1.0,64,31.177,"['move red C1', 'move red C', 'move red A1', 'move red A', 'move red C2', 'uncover red all', 'move red A2', 'cover green all', 'move red B1']"
3E2jPLucLN,78276,uncover blue all,"(76, 77)",5,9,"[(60, 62) (67, 62) (67, 64) (67, 65) (67, 81)]",1.0,27,12.836,"['move blue C1', 'uncover blue all', 'cover red all', 'move blue C2', 'move blue B2', 'move blue B', 'move blue A1', 'move blue B1', 'move blue C']"
3E2jPLucLN,78276,uncover red all,"(55, 92)",45,16,"[(88, 107) (80, 42) (83, 64) (83, 81) (84, 49) (84, 86) (88, 69) (75, 92)
 (84, 107) (80, 64) (80, 81) (83, 42) (84, 69) (88, 49) (88, 86) (75, 107)
 (80, 92) (80, 107) (83, 92) (83, 107) (84, 92) (88, 92) (75, 42) (75, 49)
 (75, 64) (75, 69) (75, 81) (75, 86) (80, 49) (80, 69) (80, 86) (83, 49)
 (83, 69) (83, 86) (84, 42) (84, 64) (84, 81) (88, 42) (88, 64) (88, 81)
 (55, 42) (55, 49) (55, 64) (55, 69) (55, 81)]",1.0,48,22.982,"['move red C1', 'move red C', 'move red B', 'move green B2', 'move green B', 'move red B2', 'move red C2', 'uncover red all', 'move green B1', 'move green C', 'uncover green all', 'move red A2', 'move green A2', 'move green C2', 'move green C1', 'move red B1']"
NjiTSbkCe1,98763,clear nocolor A2,"(57, 74)",5,5,"[(95, 36) (95, 55) (95, 74) (57, 36) (57, 55)]",1.0,30,14.035,"['move green A1', 'fill nocolor A1', 'uncover green all', 'move blue A1', 'clear nocolor A2']"
NjiTSbkCe1,98763,clear nocolor C,"(84, 83)",56,14,"[(104, 94) (105, 94) (104, 36) (104, 39) (104, 55) (104, 61) (104, 62)
 (104, 63) (104, 64) (104, 74) (104, 77) (104, 78) (104, 83) (105, 36)
 (105, 39) (105, 55) (105, 61) (105, 62) (105, 63) (105, 64) (105, 74)
 (105, 77) (105, 78) (105, 83) (84, 39) (84, 55) (84, 77) (85, 61)
 (85, 62) (85, 64) (85, 78) (85, 83) (88, 39) (88, 55) (88, 77) (89, 36)
 (89, 63) (89, 74) (84, 61) (84, 62) (85, 36) (85, 63) (88, 61) (88, 62)
 (89, 39) (89, 55) (89, 64) (84, 94) (85, 94) (88, 94) (89, 94) (84, 36)
 (84, 63) (84, 64) (84, 74) (84, 78)]",1.0,72,35.952,"['fill nocolor B2', 'clear nocolor C', 'move green A1', 'move green B2', 'move green B', 'move green B1', 'cover red all', 'uncover green all', 'move green A2', 'move blue B2', 'move blue B', 'move green A', 'move green C2', 'clear nocolor C1']"
NjiTSbkCe1,98763,cover green all,"(54, 55)",33,9,"[(92, 55) (95, 39) (92, 39) (92, 77) (95, 55) (104, 87) (105, 86) (57, 55)
 (73, 39) (92, 86) (92, 87) (95, 86) (95, 87) (96, 39) (96, 55) (96, 77)
 (96, 86) (96, 87) (101, 39) (101, 55) (101, 77) (101, 86) (101, 87)
 (104, 39) (104, 55) (104, 77) (105, 39) (105, 55) (105, 77) (82, 39)
 (82, 55) (89, 39) (89, 55)]",1.0,60,29.313,"['move red C1', 'move red C', 'move red B', 'move red B2', 'move red C2', 'uncover red all', 'move red A2', 'cover green all', 'move red B1']"
NjiTSbkCe1,98763,cover red all,"(57, 78)",96,15,"[(79, 62) (80, 61) (96, 61) (96, 62) (101, 64) (105, 70) (105, 71)
 (96, 64) (96, 83) (101, 61) (101, 62) (101, 78) (104, 70) (104, 71)
 (84, 70) (92, 61) (92, 62) (92, 64) (92, 70) (92, 71) (92, 78) (92, 83)
 (95, 61) (95, 62) (95, 64) (95, 70) (95, 71) (95, 78) (95, 83) (96, 70)
 (96, 71) (101, 70) (101, 71) (104, 61) (104, 62) (104, 64) (104, 78)
 (104, 83) (105, 61) (105, 62) (105, 64) (105, 78) (105, 83) (54, 64)
 (54, 71) (73, 64) (73, 71) (79, 70) (80, 70) (82, 71) (84, 61) (84, 62)
 (88, 61) (88, 62) (89, 64) (54, 61) (54, 62) (54, 70) (54, 78) (54, 83)
 (57, 64) (57, 71) (79, 78) (80, 78) (82, 83) (88, 71) (89, 70) (79, 64)
 (79, 83) (80, 64) (80, 83) (82, 61) (82, 62) (82, 78) (84, 71) (57, 61)
 (57, 62) (57, 70) (73, 61) (73, 62) (73, 70) (73, 78) (73, 83) (79, 71)
 (80, 71) (82, 70) (84, 64) (84, 78) (84, 83) (88, 64) (88, 78) (88, 83)
 (89, 61) (89, 62) (89, 78) (89, 83)]",1.0,98,49.276,"['fill nocolor B1', 'move blue C1', 'clear nocolor A', 'uncover blue all', 'move green B', 'move green B1', 'cover red all', 'uncover green all', 'move blue C2', 'move blue B2', 'move blue B', 'move blue A1', 'move blue B1', 'move blue C', 'clear nocolor A2']"
NjiTSbkCe1,98763,fill nocolor A2,"(54, 94)",28,12,"[(92, 94) (92, 39) (92, 77) (73, 39) (96, 94) (101, 94) (104, 94)
 (105, 94) (96, 39) (96, 77) (101, 39) (101, 77) (104, 39) (104, 77)
 (105, 39) (105, 77) (79, 39) (79, 77) (80, 39) (80, 77) (84, 39) (84, 77)
 (88, 39) (88, 77) (82, 39) (89, 39) (73, 94) (54, 39)]",1.0,45,22.27,"['move red C1', 'move red C', 'uncover blue all', 'move red B', 'fill nocolor A2', 'move red B2', 'clear nocolor A1', 'move red C2', 'uncover red all', 'move red A2', 'move blue A2', 'move red B1']"
NjiTSbkCe1,98763,fill nocolor B1,"(57, 78)",41,15,"[(81, 61) (81, 62) (81, 78) (101, 61) (101, 62) (101, 78) (92, 61)
 (92, 62) (92, 78) (95, 61) (95, 62) (95, 78) (104, 61) (104, 62)
 (104, 78) (105, 61) (105, 62) (105, 78) (85, 61) (85, 62) (85, 78)
 (84, 61) (84, 62) (88, 61) (88, 62) (54, 61) (54, 62) (54, 78) (82, 61)
 (82, 62) (82, 78) (57, 61) (57, 62) (73, 61) (73, 62) (73, 78) (84, 78)
 (88, 78) (89, 61) (89, 62) (89, 78)]",1.0,42,20.988,"['fill nocolor B1', 'move blue C1', 'clear nocolor A', 'uncover blue all', 'move green B', 'move green B1', 'cover red all', 'uncover green all', 'move blue C2', 'move blue B2', 'move blue B', 'move blue A1', 'move blue B1', 'move blue C', 'clear nocolor A2']"
NjiTSbkCe1,98763,move blue B,"(54, 78)",23,9,"[(92, 61) (92, 62) (92, 63) (92, 64) (92, 78) (92, 83) (54, 63) (73, 63)
 (85, 61) (85, 62) (85, 64) (85, 78) (85, 83) (89, 63) (54, 64) (57, 63)
 (73, 64) (84, 61) (84, 62) (85, 63) (89, 64) (54, 61) (54, 62)]",1.0,57,27.341,"['fill nocolor B1', 'clear nocolor A', 'uncover blue all', 'move red B', 'clear nocolor A1', 'cover red all', 'move blue B', 'move blue B1', 'move red B1']"
NjiTSbkCe1,98763,move blue B2,"(54, 83)",13,9,"[(92, 63) (92, 64) (92, 83) (54, 63) (73, 63) (85, 64) (85, 83) (89, 63)
 (54, 64) (57, 63) (73, 64) (85, 63) (89, 64)]",1.0,45,22.175,"['fill nocolor B2', 'clear nocolor A', 'uncover blue all', 'move red B', 'move red B2', 'clear nocolor A1', 'cover red all', 'move blue B2', 'move blue B']"
NjiTSbkCe1,98763,uncover blue all,"(54, 94)",11,12,"[(54, 61) (54, 62) (54, 70) (54, 78) (54, 83) (57, 77) (57, 94) (82, 83)
 (89, 70) (89, 87) (73, 94)]",1.0,45,22.162,"['move red C1', 'move red C', 'uncover blue all', 'move red B', 'fill nocolor A2', 'move red B2', 'clear nocolor A1', 'move red C2', 'uncover red all', 'move red A2', 'move blue A2', 'move red B1']"
NjiTSbkCe1,98763,uncover red all,"(54, 74)",0,8,[],1.0,24,11.498,"['move red C1', 'move red C', 'move red B', 'move red B2', 'move red C2', 'uncover red all', 'move red A2', 'move red B1']"
FTVDsBiHKR,73406,clear nocolor A,"(76, 78)",29,7,"[(72, 48) (72, 50) (72, 65) (72, 71) (72, 69) (93, 48) (93, 50) (93, 61)
 (93, 65) (93, 69) (93, 71) (93, 78) (93, 80) (93, 81) (93, 82) (93, 85)
 (93, 88) (55, 61) (72, 61) (72, 78) (72, 80) (72, 81) (72, 82) (72, 85)
 (72, 88) (74, 48) (74, 50) (74, 65) (74, 71)]",1.0,60,29.142,"['fill nocolor B1', 'clear nocolor A', 'move green B', 'move green B1', 'move blue B', 'move blue B1', 'clear nocolor A2']"
FTVDsBiHKR,73406,clear nocolor A1,"(74, 75)",33,12,"[(72, 58) (72, 95) (74, 58) (72, 48) (72, 50) (72, 65) (72, 71) (72, 75)
 (72, 69) (55, 61) (72, 61) (72, 78) (72, 80) (72, 81) (72, 82) (72, 85)
 (72, 88) (74, 48) (74, 50) (74, 65) (74, 71) (55, 50) (55, 69) (55, 80)
 (55, 82) (55, 85) (55, 88) (74, 69) (55, 65) (74, 95) (55, 58) (55, 75)
 (55, 95)]",1.0,45,21.888,"['move blue C1', 'uncover blue all', 'fill nocolor A2', 'clear nocolor A1', 'move blue C2', 'move red A2', 'move blue B2', 'move blue B', 'move blue B1', 'move blue A2', 'move blue C', 'cover green all']"
FTVDsBiHKR,73406,cover blue all,"(72, 56)",255,1,"[(66, 50) (93, 58) (99, 65) (100, 65) (103, 48) (103, 50) (106, 71)
 (93, 54) (96, 65) (98, 65) (103, 71) (106, 48) (106, 50) (66, 71)
 (89, 48) (89, 50) (93, 48) (93, 50) (93, 65) (93, 71) (96, 48) (96, 50)
 (96, 54) (96, 58) (96, 71) (98, 48) (98, 50) (98, 54) (98, 58) (98, 71)
 (99, 48) (99, 50) (99, 54) (99, 58) (99, 71) (100, 48) (100, 50)
 (100, 54) (100, 58) (100, 71) (103, 54) (103, 58) (103, 65) (106, 54)
 (106, 58) (106, 65) (55, 50) (66, 58) (76, 48) (76, 50) (76, 71) (79, 48)
 (79, 50) (79, 58) (79, 71) (83, 50) (89, 58) (55, 65) (68, 48) (55, 54)
 (55, 58) (76, 54) (79, 65) (68, 71) (55, 48) (55, 71) (66, 54) (66, 65)
 (76, 65) (79, 54) (83, 48) (83, 54) (83, 58) (83, 71) (89, 54) (89, 65)
 (68, 58) (68, 65) (68, 54) (74, 54) (76, 75) (79, 78) (83, 82) (87, 71)
 (93, 95) (55, 56) (96, 61) (96, 80) (98, 61) (98, 78) (99, 82) (100, 81)
 (106, 69) (72, 58) (74, 58) (76, 37) (79, 81) (83, 61) (83, 80) (87, 48)
 (87, 50) (93, 37) (93, 56) (96, 81) (96, 82) (98, 81) (98, 82) (99, 61)
 (99, 78) (99, 80) (100, 61) (100, 78) (100, 80) (103, 69) (103, 88)
 (106, 85) (72, 48) (72, 50) (72, 65) (72, 71) (96, 95) (98, 95) (99, 95)
 (100, 95) (103, 95) (106, 95) (93, 61) (93, 69) (93, 78) (93, 80)
 (93, 81) (93, 82) (93, 85) (93, 88) (96, 37) (96, 56) (96, 69) (96, 75)
 (96, 85) (96, 88) (98, 37) (98, 56) (98, 69) (98, 75) (98, 85) (98, 88)
 (99, 37) (99, 56) (99, 69) (99, 75) (99, 85) (99, 88) (100, 37) (100, 56)
 (100, 69) (100, 75) (100, 85) (100, 88) (103, 37) (103, 56) (103, 61)
 (103, 75) (103, 78) (103, 80) (103, 81) (103, 82) (106, 37) (106, 56)
 (106, 61) (106, 75) (106, 78) (106, 80) (106, 81) (106, 82) (55, 61)
 (74, 48) (74, 50) (74, 65) (74, 71) (76, 78) (76, 81) (79, 37) (79, 75)
 (83, 56) (83, 69) (83, 85) (83, 88) (87, 54) (87, 58) (87, 65) (89, 37)
 (89, 75) (89, 78) (89, 81) (55, 69) (55, 80) (55, 82) (55, 85) (55, 88)
 (66, 37) (66, 75) (66, 78) (66, 81) (68, 85) (76, 61) (76, 95) (83, 37)
 (89, 61) (66, 61) (68, 61) (79, 80) (83, 81) (89, 69) (89, 88) (66, 85)
 (68, 37) (55, 75) (55, 95) (66, 69) (68, 69) (68, 88) (76, 56) (79, 82)
 (83, 78) (89, 85) (66, 88) (79, 95) (83, 95) (89, 95) (55, 78) (55, 81)
 (66, 56) (66, 95) (76, 69) (76, 80) (76, 82) (76, 85) (76, 88) (79, 56)
 (79, 69) (79, 85) (79, 88) (83, 75) (89, 56) (89, 80) (89, 82) (66, 80)
 (66, 82) (68, 56) (68, 80) (68, 82) (68, 75) (68, 78) (68, 81) (68, 95)]",-1.0,79,39.58,['cover red all']
FTVDsBiHKR,73406,cover red all,"(93, 56)",6,4,"[(72, 56) (96, 61) (96, 80) (98, 61) (99, 82) (106, 69)]",1.0,91,44.759,"['move green A1', 'fill nocolor A1', 'cover red all', 'clear nocolor A2']"
FTVDsBiHKR,73406,fill nocolor A1,"(76, 56)",31,12,"[(76, 37) (93, 37) (93, 54) (93, 56) (96, 37) (96, 54) (96, 56) (98, 37)
 (98, 54) (98, 56) (99, 37) (99, 54) (99, 56) (100, 37) (100, 54)
 (100, 56) (103, 37) (103, 54) (103, 56) (106, 37) (106, 54) (106, 56)
 (79, 37) (83, 56) (87, 54) (89, 37) (66, 37) (83, 37) (87, 56) (68, 37)
 (76, 54)]",1.0,42,20.837,"['move green A1', 'fill nocolor A1', 'move green B2', 'move green B', 'move green B1', 'cover red all', 'move green C', 'uncover green all', 'move blue A1', 'clear nocolor A2', 'move green C2', 'move green C1']"
